source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
4469748481850226176,270.3025859831145,4.314988735221184,0.6707017139199011,-5.506907675513919,-4.986306675080412,1.1913198,19.797318,1.0485554,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470018244453913088,273.70772422953206,3.564842549641382,1.249574717120675,-4.1717680283990655,-7.627589332925253,0.9516077,20.368423,0.8959961,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4469571494838881152,269.38857500881113,3.4565009254242707,-0.49279567835416704,0.3730862137977295,-0.7189699052843819,0.9649237,19.492128,1.8964615,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470125000165107456,271.97908379368175,3.2489976375265672,,,,,20.990858,4.112051,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470125000166546176,271.9755558155441,3.2584314244292885,,,,,21.07243,1.0091801,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4471439977414598528,271.80227912979245,5.637532756645095,-0.1692225679363065,-2.0284727243498244,-8.327711652650407,0.98256564,19.148384,1.5594215,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470125000166585088,271.9833103840013,3.256189911549532,,,,,21.131617,0.093421936,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470022706927520768,273.60499273271154,3.6445344440515544,0.41354478911814524,-0.4338412312328727,-1.068564055651544,1.0319989,19.230532,1.5883121,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470022706927532416,273.60070857253703,3.6464344666436292,-0.19947139122069454,1.250448201212627,-8.652404212531716,1.0363004,19.179192,1.2785187,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470022706927532544,273.59528866607315,3.646594092500442,0.6686378599627295,-1.976360079158732,-2.6406399703877286,1.021309,19.921207,1.4454765,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470022706927537280,273.60683623334006,3.647540557156714,0.5121676590186925,-6.405314455862865,4.101109211760264,1.0322065,19.660564,1.0137882,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4469909495892921856,272.5844157661931,3.0313476135065223,-0.22858655232570446,-1.3419725994583722,-6.961221461360647,1.0759292,19.306396,1.0906506,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4469909495892923008,272.59054189289657,3.0386798406467377,0.36469519546163187,0.8649509749856373,2.347618910751715,1.0541803,16.048033,1.1773825,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
4470025185120680064,273.87873222209174,3.630000278865395,,,,,20.6448,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470027723449785600,274.0074412311707,3.7200371511494517,1.0600261247133287,2.0389557855913996,-3.4164604485189876,1.0177852,19.94349,1.3987083,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470029342649550208,273.7821105656427,3.6607211026582824,0.3758667654682889,3.930380521201537,-4.383850039990879,1.0336566,19.076824,1.1864586,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470029342649550464,273.7838359204637,3.662302574335485,0.4637455510762183,-4.184589884984369,-2.8380319304450814,0.9844871,19.961578,1.155653,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470137262291410944,272.1482609973479,3.4730075128182727,0.3194734413682725,-7.079288894371107,-1.1126318430506865,0.9622955,19.734934,1.2099209,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4469783017688527488,269.739489970997,4.398224114566796,0.04691306112724377,-1.4496313846945112,-10.116179838250353,1.0366197,17.18809,1.2960815,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
4470137262292894080,272.14494169421425,3.473218700819965,-0.0386628445287536,-0.11559567905028241,-4.526643635429985,0.9532096,19.818182,0.8807602,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
